Frame,X,Y,Z
2799,3.71,2.81,-0.1
2800,3.02,3.0,-0.11
2801,3.84,3.06,-0.1
2802,3.42,3.06,-0.09
2803,2.49,3.15,-0.11
2804,3.01,3.09,-0.12
2805,3.15,3.44,-0.12
2806,3.1,3.43,-0.11
2807,2.77,3.37,-0.12
2808,3.04,3.44,-0.1
2809,2.93,3.35,-0.11
2810,2.65,3.41,-0.12
2811,2.95,3.5,-0.11
2812,3.1,3.48,-0.13
2813,2.91,3.64,-0.12
2814,2.52,4.17,-0.12
2815,2.6,3.95,-0.13
2816,2.57,4.18,-0.13
2817,2.31,4.42,-0.15
2818,2.17,4.4,-0.13
2819,1.91,5.06,-0.15
2820,2.67,5.08,-0.11
2821,2.94,5.93,-0.14
2822,2.94,6.51,-0.16
2823,2.49,6.54,-0.17
2824,2.19,6.28,-0.18
2825,2.51,7.13,-0.17
2826,2.3,6.9,-0.17
2827,2.21,6.91,-0.18
2828,2.08,6.83,-0.2
2829,1.54,6.86,-0.21
2830,1.89,6.95,-0.21
2831,1.28,7.22,-0.24
2832,1.36,7.22,-0.21
2833,0.8,6.84,-0.25
2834,0.94,7.27,-0.28
2835,1.53,6.93,-0.25
2836,1.46,7.64,-0.27
2837,1.14,7.27,-0.28
2838,0.99,7.21,-0.28
2839,1.02,7.31,-0.26
2840,1.19,7.13,-0.27
2841,0.92,7.09,-0.25
2842,0.74,6.94,-0.25
2843,0.75,6.97,-0.25
2844,0.79,6.93,-0.26
2845,1.36,6.79,-0.23
2846,1.64,6.51,-0.2
2847,1.56,6.34,-0.21
2848,1.18,4.87,-0.16
2849,0.87,4.87,-0.16
2850,1.09,3.92,-0.14
2851,1.04,3.94,-0.13
2852,1.37,4.16,-0.14
2853,1.82,4.35,-0.14
2854,1.48,4.39,-0.14
2855,1.21,4.49,-0.16
2856,1.03,4.56,-0.16
2857,1.31,4.53,-0.14
2858,1.17,4.62,-0.15
2859,0.98,4.95,-0.17
2860,1.53,5.15,-0.16
2861,1.93,5.96,-0.16
2862,2.12,5.78,-0.17
2863,1.63,5.98,-0.17
2864,1.51,5.6,-0.18
2865,0.87,5.55,-0.18
2866,1.18,5.76,-0.17
2867,1.21,5.81,-0.18
2868,1.09,5.53,-0.17
2869,1.08,5.7,-0.19
2870,0.97,5.71,-0.17
2871,0.86,5.68,-0.17
2872,0.66,5.68,-0.16
2873,0.71,5.62,-0.18
2874,1.0,5.68,-0.17
2875,0.89,5.6,-0.17
2876,0.94,5.66,-0.18
2877,0.87,5.71,-0.17
2878,0.84,5.82,-0.17
2879,1.02,5.7,-0.19
2880,0.91,5.66,-0.18
2881,0.88,5.78,-0.18
2882,0.83,5.74,-0.19
2883,1.08,5.93,-0.19
2884,1.06,6.03,-0.18
2885,1.12,6.2,-0.19
2886,1.07,5.97,-0.17
2887,1.48,6.04,-0.21
2888,1.05,6.12,-0.18
2889,1.14,6.07,-0.2
2890,0.85,6.0,-0.18
2891,0.91,5.82,-0.19
2892,0.79,5.72,-0.21
2893,1.33,5.9,-0.22
2894,1.03,6.13,-0.2
2895,1.22,6.17,-0.2
2896,1.03,6.11,-0.22
2897,0.87,6.02,-0.18
2898,1.26,6.11,-0.21
2899,1.12,5.95,-0.19
2900,1.28,6.16,-0.2
2901,0.78,5.79,-0.19
2902,0.66,6.11,-0.22
2903,0.79,5.9,-0.2
2904,0.6,6.18,-0.19
2905,1.06,6.09,-0.2
2906,0.82,5.96,-0.21
2907,1.07,6.13,-0.2
2908,0.81,5.87,-0.2
2909,0.64,6.01,-0.2
2910,1.02,5.95,-0.19
2911,0.38,5.87,-0.2
2912,0.78,5.93,-0.19
2913,0.33,5.81,-0.19
2914,0.64,6.09,-0.18
2915,0.74,6.1,-0.19
2916,0.11,5.79,-0.18
2917,0.72,5.87,-0.17
2918,0.75,5.91,-0.15
2919,0.81,5.47,-0.16
2920,1.25,6.41,-0.18
2921,0.91,6.33,-0.21
2922,0.86,6.49,-0.23
2923,0.69,6.68,-0.23
2924,0.78,6.26,-0.21
2925,1.13,6.05,-0.19
2926,0.41,6.05,-0.18
2927,0.86,6.72,-0.16
2928,0.86,6.54,-0.17
2929,1.16,6.53,-0.19
2930,1.08,6.95,-0.23
2931,0.72,6.71,-0.21
2932,1.02,6.55,-0.19
2933,0.97,6.77,-0.2
2934,0.66,6.4,-0.21
2935,0.9,6.58,-0.23
2936,0.56,6.65,-0.25
2937,1.12,6.7,-0.23
2938,0.71,6.46,-0.24
2939,0.41,6.58,-0.23
2940,0.17,6.45,-0.25
2941,0.35,6.44,-0.22
2942,0.2,6.43,-0.22
2943,0.3,6.75,-0.22
2944,0.11,6.24,-0.22
2945,0.6,6.7,-0.23
2946,0.36,6.4,-0.23
2947,0.3,6.35,-0.22
2948,0.22,6.18,-0.25
2949,0.38,6.26,-0.25
2950,0.25,6.17,-0.24
2951,0.29,6.22,-0.24
2952,0.32,6.16,-0.22
2953,0.02,6.07,-0.2
2954,0.56,6.33,-0.22
2955,1.46,5.86,-0.18
2956,2.66,4.6,-0.16
2957,1.19,5.2,-0.16
2958,2.51,4.84,-0.13
2959,2.9,4.05,-0.13
2960,2.63,3.53,-0.11
2961,2.54,3.68,-0.09
2962,3.46,3.03,-0.08
2963,4.6,2.06,-0.05
2964,4.8,2.41,-0.04
2965,4.77,2.02,-0.05
2966,5.44,2.22,-0.05
2967,5.28,1.81,-0.05
2968,5.72,2.16,-0.04
2969,5.86,2.2,-0.05
2970,7.33,2.91,-0.04
2971,7.47,3.07,-0.05
2972,8.5,3.35,-0.05
2973,9.02,3.95,-0.04
2974,9.43,3.94,-0.03
2975,8.85,3.78,-0.04
2976,9.41,3.92,-0.03
2977,9.21,4.11,-0.04
2978,10.3,3.96,-0.03
2979,9.27,3.86,-0.06
2980,9.4,3.54,-0.04
2981,9.83,3.77,-0.03
2982,9.94,3.8,-0.04
2983,9.97,3.99,-0.04
2984,9.78,3.88,-0.05
2985,9.76,4.0,-0.05
2986,9.47,4.03,-0.04
2987,9.72,4.26,-0.06
2988,9.34,3.96,-0.05
2989,9.66,3.97,-0.05
2990,9.36,3.77,-0.05
2991,9.23,3.77,-0.05
2992,9.64,3.81,-0.05
2993,9.63,3.67,-0.04
2994,9.81,3.76,-0.05
2995,10.03,4.02,-0.03
2996,9.88,3.93,-0.02
2997,9.97,3.89,-0.03
2998,9.74,3.75,-0.03
2999,10.33,4.13,-0.01
3000,9.61,3.72,-0.03
3001,10.04,3.93,-0.03
3002,9.75,3.75,-0.02
3003,10.47,4.08,-0.0
3004,10.36,3.76,-0.01
3005,10.21,3.86,-0.03
3006,10.21,3.94,-0.02
3007,10.48,3.89,0.01
3008,9.97,3.98,-0.01
3009,10.81,4.21,-0.01
3010,10.84,4.22,-0.02
3011,10.29,4.06,-0.01
3012,11.06,4.18,-0.01
3013,12.04,4.35,0.01
3014,12.39,4.77,0.0
3015,12.19,4.76,0.02
3016,12.08,4.98,0.03
3017,12.22,5.32,0.03
3018,12.18,5.5,0.03
3019,12.02,5.4,0.03
3020,12.43,5.4,0.03
3021,12.38,5.78,0.04
3022,12.13,5.39,0.04
3023,12.25,5.43,0.04
3024,12.21,5.63,0.04
3025,12.15,5.51,0.04
3026,11.36,5.6,0.02
3027,12.1,5.76,0.03
3028,11.96,5.71,0.02
3029,11.29,5.67,0.01
3030,11.85,5.76,0.06
3031,10.72,5.09,0.02
3032,10.44,5.13,-0.01
3033,10.11,4.99,0.01
3034,10.53,5.11,0.01
3035,10.02,4.94,-0.01
3036,10.09,5.23,-0.0
3037,10.27,5.07,-0.01
3038,10.26,5.34,0.0
3039,10.08,5.47,-0.01
3040,10.07,5.38,0.0
3041,9.99,5.28,-0.0
3042,10.11,5.03,-0.01
3043,9.81,5.2,-0.02
3044,10.02,5.02,-0.0
3045,9.72,5.27,-0.01
3046,10.01,5.14,-0.01
3047,9.85,5.17,-0.02
3048,9.7,5.08,-0.01
3049,10.04,4.93,-0.02
3050,9.89,4.94,-0.0
3051,9.76,4.75,-0.04
3052,9.84,4.81,-0.01
3053,9.8,4.68,-0.02
3054,9.77,4.71,-0.02
3055,9.79,4.66,-0.03
3056,9.82,4.69,-0.02
3057,9.78,4.55,-0.01
3058,9.77,4.72,-0.03
3059,9.72,4.66,-0.03
3060,9.68,4.73,-0.03
3061,9.79,4.98,-0.01
3062,9.54,5.26,-0.01
3063,9.67,5.14,-0.0
3064,10.43,5.82,-0.0
3065,9.92,5.48,0.0
3066,10.86,5.83,0.01
3067,11.36,5.99,0.02
3068,11.26,5.87,0.02
3069,11.31,5.87,0.01
3070,11.19,5.75,0.01
3071,11.08,5.59,0.01
3072,9.62,5.43,-0.01
3073,10.74,5.59,-0.01
3074,9.89,5.4,-0.01
3075,9.78,5.47,-0.02
3076,9.5,5.57,-0.01
3077,9.24,5.38,-0.02
3078,9.6,5.28,-0.04
3079,9.64,5.23,-0.04
3080,9.83,5.58,-0.03
3081,10.51,5.77,-0.02
3082,9.93,5.73,-0.02
3083,9.84,5.51,-0.03
3084,10.17,5.8,-0.04
3085,9.93,5.68,-0.04
3086,10.13,5.91,-0.01
3087,9.86,5.65,-0.03
3088,10.17,5.55,-0.06
3089,9.86,5.74,-0.06
3090,10.2,5.86,-0.03
3091,10.02,6.2,-0.03
3092,9.24,5.64,-0.03
3093,9.25,5.88,-0.04
3094,9.28,5.66,-0.06
3095,8.9,5.59,-0.06
3096,9.09,5.1,-0.06
3097,9.1,4.85,-0.06
3098,8.74,4.92,-0.06
3099,8.68,4.78,-0.06
3100,8.78,4.61,-0.06
3101,8.75,4.33,-0.08
3102,8.42,4.15,-0.08
3103,8.03,4.24,-0.07
3104,8.77,4.36,-0.05
3105,8.71,4.33,-0.08
3106,9.13,4.76,-0.07
3107,9.28,4.94,-0.05
3108,9.21,4.84,-0.05
3109,9.29,4.96,-0.06
3110,9.36,4.83,-0.04
3111,9.0,4.73,-0.06
3112,9.03,4.71,-0.07
3113,8.79,4.69,-0.06
3114,8.51,4.85,-0.07
3115,8.69,4.84,-0.08
3116,8.89,4.98,-0.08
3117,8.09,5.14,-0.07
3118,8.09,4.94,-0.08
3119,7.28,5.38,-0.11
3120,7.49,5.89,-0.15
3121,6.29,5.12,-0.17
3122,6.08,5.35,-0.12
3123,4.67,5.11,-0.18
3124,3.77,5.05,-0.17
3125,3.52,5.21,-0.19
3126,2.97,5.19,-0.2
3127,2.51,5.23,-0.18
3128,1.86,5.75,-0.17
3129,1.69,5.55,-0.17
3130,1.19,6.12,-0.2
3131,1.02,5.53,-0.17
3132,0.98,6.29,-0.15
3133,0.34,6.19,-0.18
3134,0.46,6.2,-0.19
3135,0.63,6.26,-0.18
3136,0.59,6.14,-0.19
3137,0.26,5.95,-0.18
3138,1.01,6.28,-0.17
3139,0.42,5.79,-0.17
3140,0.44,5.82,-0.18
3141,0.5,5.82,-0.18
3142,0.69,5.72,-0.17
3143,0.47,5.8,-0.15
3144,0.7,5.76,-0.15
3145,0.52,5.65,-0.15
3146,0.84,5.61,-0.17
3147,0.33,5.63,-0.15
3148,0.88,5.65,-0.14
3149,1.64,5.38,-0.15
3150,0.89,5.6,-0.13
3151,2.21,5.55,-0.14
3152,1.76,5.27,-0.13
3153,1.22,5.23,-0.14
3154,0.9,5.37,-0.15
3155,0.75,5.61,-0.16
3156,1.41,5.18,-0.15
3157,1.84,5.02,-0.15
3158,1.59,4.94,-0.12
3159,1.72,4.78,-0.12
3160,1.81,4.89,-0.14
3161,1.76,4.66,-0.12
3162,1.86,4.75,-0.17
3163,1.69,4.72,-0.16
3164,1.41,4.59,-0.11
3165,1.47,4.67,-0.12
3166,1.49,4.68,-0.12
3167,1.24,4.35,-0.13
3168,1.83,4.08,-0.15
3169,1.91,4.33,-0.14
3170,1.86,4.36,-0.14
3171,1.96,4.38,-0.13
3172,1.78,4.49,-0.14
3173,2.1,4.5,-0.15
3174,2.15,4.38,-0.14
3175,2.05,4.66,-0.13
3176,2.61,4.38,-0.14
3177,2.73,4.25,-0.15
3178,2.67,4.2,-0.13
3179,2.9,4.15,-0.13
3180,2.96,3.43,-0.12
3181,2.99,3.4,-0.13
3182,3.59,3.38,-0.13
3183,3.24,3.55,-0.11
3184,4.58,3.41,-0.13
3185,5.2,4.32,-0.1
3186,5.61,4.49,-0.09
3187,6.56,5.78,-0.1
3188,7.45,5.72,-0.08
3189,7.27,5.98,-0.1
3190,7.44,6.61,-0.11
3191,8.06,6.82,-0.11
3192,8.03,5.6,-0.19
3193,8.4,7.0,-0.17
3194,9.49,6.5,-0.04
3195,10.11,6.5,-0.02
3196,10.75,6.74,0.0
3197,10.52,7.04,0.02
3198,10.68,7.2,0.04
3199,9.52,7.44,0.01
3200,11.85,7.29,0.09
3201,11.89,7.9,0.09
3202,11.36,7.67,0.09
3203,12.34,8.47,0.14
3204,12.19,8.12,0.15
3205,11.01,8.08,0.13
3206,10.22,8.27,0.12
3207,9.09,7.85,0.05
3208,8.71,7.64,0.05
3209,8.68,7.95,0.04
3210,8.16,7.58,0.06
3211,7.51,7.46,0.02
3212,7.3,7.64,0.02
3213,7.84,7.52,0.03
3214,7.78,7.14,0.05
3215,7.9,7.15,0.02
3216,7.85,7.15,0.04
3217,8.43,7.0,0.03
3218,8.29,7.09,0.0
3219,8.72,7.05,0.02
3220,9.0,7.06,0.0
3221,9.19,7.17,0.04
3222,9.31,7.16,0.04
3223,9.52,7.22,0.05
3224,9.48,7.05,0.04
3225,9.81,7.17,0.05
3226,9.64,7.19,0.04
3227,9.56,7.06,0.06
3228,9.4,7.18,0.05
3229,9.4,6.93,0.01
3230,9.12,7.12,0.04
3231,9.01,7.01,0.04
3232,8.87,7.02,0.05
3233,8.99,7.13,0.02
3234,8.81,6.86,0.05
3235,8.14,6.65,0.06
3236,8.29,6.61,0.08
3237,8.58,6.47,0.1
3238,8.57,6.69,0.1
3239,7.29,6.07,0.1
3240,7.98,6.46,0.07
3241,7.93,6.42,0.1
3242,7.93,6.61,0.1
3243,8.29,6.45,0.11
3244,8.06,6.51,0.09
3245,7.6,6.29,0.1
3246,7.63,6.35,0.1
3247,7.43,6.14,0.1
3248,7.73,6.42,0.11
3249,7.43,6.13,0.1
3250,7.68,6.27,0.1
3251,7.91,6.62,0.09
3252,8.37,6.42,0.1
3253,7.94,6.42,0.1
3254,8.26,6.23,0.1
3255,7.93,6.47,0.09
3256,8.19,6.33,0.11
3257,8.57,6.47,0.1
3258,8.82,6.38,0.11
3259,8.79,6.43,0.11
3260,9.09,6.46,0.12
3261,9.59,6.65,0.13
3262,9.63,6.7,0.13
3263,9.54,6.65,0.11
3264,10.03,6.81,0.14
3265,9.93,6.64,0.12
3266,9.75,6.55,0.12
3267,10.08,6.47,0.11
3268,9.87,6.78,0.13
3269,9.64,6.5,0.11
3270,9.68,6.29,0.11
3271,9.61,6.52,0.12
3272,9.48,6.63,0.11
3273,8.89,5.8,0.13
3274,9.04,6.39,0.11
3275,8.54,6.42,0.12
3276,9.06,6.63,0.08
3277,9.1,6.78,0.09
3278,9.18,6.59,0.12
3279,8.43,6.42,0.07
3280,8.08,6.13,0.05
3281,7.93,6.11,0.06
3282,7.81,6.09,0.06
3283,7.88,6.16,0.07
3284,8.11,6.1,0.06
3285,8.15,6.38,0.07
3286,8.69,6.38,0.08
3287,8.81,6.36,0.09
3288,7.67,5.87,0.08
3289,7.85,6.25,0.05
3290,6.67,5.8,0.05
3291,7.65,6.15,0.07
3292,8.09,6.17,0.08
3293,8.2,6.19,0.07
3294,7.74,5.87,0.1
3295,7.83,6.27,0.09
3296,7.32,5.89,0.09
3297,7.54,5.8,0.1
3298,7.65,5.87,0.1
3299,7.85,5.7,0.08
3300,7.72,5.86,0.1
3301,7.63,5.78,0.09
3302,7.67,6.08,0.1
3303,8.33,6.45,0.11
3304,8.04,6.19,0.1
3305,8.1,6.27,0.1
3306,7.79,6.44,0.11
3307,7.95,6.41,0.08
3308,8.05,6.35,0.09
3309,8.22,6.77,0.1
3310,8.34,6.7,0.09
3311,8.42,6.3,0.12
3312,8.39,6.43,0.13
3313,8.04,6.44,0.12
3314,7.86,6.37,0.1
3315,7.96,6.23,0.1
3316,7.9,6.32,0.11
3317,7.87,6.24,0.11
3318,7.87,6.24,0.12
3319,7.89,6.33,0.1
3320,7.86,6.46,0.11
3321,7.79,6.4,0.09
3322,7.98,6.43,0.09
3323,7.9,6.33,0.08
3324,8.19,6.48,0.09
3325,7.68,6.44,0.09
3326,8.0,6.44,0.1
3327,7.84,6.25,0.07
3328,7.91,6.43,0.09
3329,7.63,6.37,0.08
3330,7.05,6.12,0.05
3331,7.01,6.21,0.07
3332,7.06,6.03,0.05
3333,6.91,6.02,0.07
3334,7.02,6.0,0.07
3335,7.1,6.15,0.07
3336,7.34,6.08,0.07
3337,7.23,6.12,0.07
3338,6.61,5.9,0.08
3339,6.47,6.18,0.06
3340,6.44,5.96,0.05
3341,6.4,5.96,0.05
3342,6.41,5.9,0.06
3343,6.33,6.03,0.06
3344,6.08,5.95,0.04
3345,6.1,5.98,0.06
3346,6.53,5.61,0.06
3347,5.95,5.06,0.04
3348,5.43,5.42,0.02
3349,3.91,4.67,-0.02
3350,4.0,4.89,0.01
3351,3.13,4.3,-0.02
3352,2.68,4.18,-0.02
3353,2.56,4.14,0.0
3354,1.87,3.77,-0.0
3355,2.09,3.92,0.0
3356,2.98,3.95,0.01
3357,1.93,3.82,0.01
3358,1.9,4.09,0.0
3359,2.39,3.99,0.01
3360,2.51,4.11,0.01
3361,2.5,3.88,-0.0
3362,3.3,4.65,0.0
3363,3.02,4.22,0.04
3364,2.23,3.94,0.0
3365,2.71,4.26,0.02
3366,2.46,3.68,-0.0
3367,2.13,3.87,0.03
3368,2.9,3.8,0.03
3369,2.31,4.02,0.03
3370,3.66,4.04,0.04
3371,3.09,4.14,0.04
3372,2.66,3.75,0.03
3373,2.14,4.3,0.04
3374,2.77,3.78,0.05
3375,2.65,4.34,0.04
3376,2.88,3.73,0.04
3377,2.75,4.28,0.03
3378,2.45,3.61,0.04
3379,3.21,4.08,0.02
3380,2.63,3.67,0.03
3381,2.71,4.21,0.04
3382,2.69,3.58,0.04
3383,2.76,3.78,0.04
3384,3.05,4.29,0.04
3385,2.72,3.81,0.03
3386,2.26,3.99,0.04
3387,2.62,3.33,0.05
3388,2.16,4.57,0.03
3389,2.7,3.71,0.04
3390,1.85,4.03,0.03
3391,2.69,3.94,0.04
3392,2.41,4.18,0.04
3393,2.64,3.42,0.03
3394,3.04,4.44,0.02
3395,2.92,3.98,0.02
3396,2.5,4.36,0.02
3397,2.22,3.93,0.01
3398,2.8,4.53,0.0
3399,2.46,4.02,0.01
3400,2.59,4.27,0.01
3401,2.29,4.06,0.01
3402,2.15,4.41,0.01
3403,2.47,4.04,0.02
3404,2.39,4.37,0.01
3405,2.83,4.19,0.01
3406,2.58,4.06,0.01
3407,3.14,4.55,-0.0
3408,2.3,4.45,0.02
3409,2.7,4.74,-0.01
3410,2.83,4.39,-0.0
3411,2.46,4.19,0.03
3412,2.63,4.17,0.01
3413,3.14,4.32,0.02
3414,2.96,4.36,0.03
3415,2.14,4.17,0.03
3416,3.1,4.22,0.01
3417,2.46,4.15,0.02
3418,2.94,4.13,0.02
3419,2.89,4.07,0.03
3420,3.06,4.14,0.02
3421,2.3,3.95,0.04
3422,3.17,4.19,0.03
3423,1.89,3.99,0.03
3424,2.9,3.92,0.04
3425,2.31,3.68,0.03
3426,2.75,3.99,0.03
3427,2.38,4.08,0.03
3428,2.63,3.98,0.04
3429,2.47,3.82,0.05
3430,2.73,3.92,0.03
3431,2.83,3.93,0.03
3432,3.16,3.88,0.04
3433,2.34,3.72,0.03
3434,3.22,3.97,0.02
3435,2.55,3.98,0.03
3436,3.18,3.86,0.03
3437,2.12,3.99,0.04
3438,3.13,4.18,0.04
3439,2.28,3.84,0.04
3440,3.82,3.95,0.05
3441,2.62,3.68,0.05
3442,3.05,3.8,0.04
3443,3.28,3.39,0.04
3444,2.43,3.84,0.04
3445,3.73,4.32,0.02
3446,2.73,3.59,0.04
3447,4.08,4.41,0.04
3448,3.7,3.74,0.02
3449,3.42,3.85,0.04
3450,2.9,3.86,0.03
3451,3.62,4.17,-0.01
3452,3.44,4.26,-0.04
3453,3.92,4.7,-0.08
3454,5.4,5.0,-0.02
3455,5.24,5.52,-0.01
3456,7.01,5.64,0.03
3457,6.69,5.98,0.01
3458,6.61,5.54,0.02
3459,7.81,6.17,0.03
3460,7.7,6.39,0.03
3461,7.95,6.18,0.03
3462,7.51,6.17,0.04
3463,7.25,5.82,0.03
3464,7.85,6.28,0.05
3465,7.16,6.55,0.03
3466,7.42,6.35,0.03
3467,7.27,6.5,0.03
3468,7.28,6.56,0.01
3469,6.98,6.6,0.04
3470,7.23,6.52,0.03
3471,7.25,6.67,0.03
3472,7.07,6.77,0.05
3473,7.42,6.84,0.04
3474,7.18,7.11,0.04
3475,7.19,7.02,0.03
3476,7.12,7.12,0.04
3477,6.89,7.06,0.02
3478,6.31,6.92,0.04
3479,6.8,6.97,0.06
3480,6.77,6.8,0.04
3481,7.27,6.85,0.04
3482,6.61,6.72,0.04
3483,7.11,6.86,0.02
3484,6.75,6.92,0.05
3485,6.99,7.01,0.02
3486,6.43,6.79,0.01
3487,6.9,6.76,0.02
3488,6.78,6.85,0.04
3489,6.69,6.76,0.02
3490,6.4,6.77,0.01
3491,6.47,6.79,-0.02
3492,6.58,6.78,0.01
3493,6.45,6.85,0.03
3494,6.41,6.76,0.01
3495,5.45,6.49,-0.0
3496,5.35,6.11,-0.0
3497,5.87,7.13,-0.03
3498,5.8,7.25,0.01
3499,6.0,7.08,-0.01
3500,6.0,7.51,-0.02
3501,6.32,7.63,-0.0
3502,6.19,7.39,-0.03
3503,6.35,7.57,-0.01
3504,6.06,7.51,-0.02
3505,6.61,7.59,-0.02
3506,6.56,7.64,0.01
3507,6.74,7.53,-0.01
3508,6.61,7.63,-0.02
3509,7.04,7.75,-0.02
3510,6.69,7.73,0.01
3511,6.36,7.24,-0.01
3512,6.91,7.32,-0.01
3513,6.62,7.18,-0.03
3514,6.42,7.22,0.02
3515,6.51,7.27,-0.02
3516,6.45,7.22,-0.02
3517,6.61,7.22,-0.01
3518,6.66,7.28,-0.0
3519,6.72,7.45,-0.0
3520,6.88,7.54,-0.02
3521,6.94,7.33,-0.02
3522,6.82,7.54,0.02
3523,6.86,7.33,-0.03
3524,6.94,7.32,-0.01
3525,6.61,7.25,-0.01
3526,6.62,7.26,-0.01
3527,6.28,7.21,-0.0
3528,6.68,7.3,-0.02
3529,6.36,7.24,0.01
3530,6.38,7.22,-0.01
3531,6.48,7.28,-0.01
3532,6.49,7.3,-0.01
3533,6.46,7.32,-0.02
3534,6.5,7.34,-0.02
3535,6.49,7.33,-0.01
3536,6.24,7.12,-0.02
3537,6.45,7.19,-0.02
3538,6.64,7.41,-0.01
3539,6.7,7.6,-0.02
3540,6.87,7.4,-0.04
3541,7.07,7.53,-0.04
3542,6.88,7.42,-0.02
3543,6.9,7.42,-0.02
3544,6.31,7.25,-0.01
3545,7.12,7.34,-0.0
3546,6.92,7.36,-0.01
3547,7.1,7.42,-0.01
3548,9.15,7.42,0.0
3549,8.25,7.57,-0.01
3550,7.86,7.64,-0.02
3551,7.74,7.65,-0.0
3552,7.3,7.6,-0.03
3553,7.19,7.54,-0.0
3554,7.04,7.39,-0.01
3555,7.6,7.48,-0.01
3556,7.2,7.85,-0.03
3557,8.03,7.97,-0.0
3558,8.2,7.66,0.01
3559,7.56,7.78,-0.01
3560,8.05,7.9,0.02
3561,7.49,7.73,0.01
3562,7.54,7.87,0.02
3563,7.7,7.66,0.03
3564,7.32,7.46,-0.01
3565,7.54,7.5,-0.01
3566,7.86,7.61,0.02
3567,7.48,7.54,0.02
3568,7.29,7.37,0.0
3569,7.59,7.68,0.0
3570,7.39,7.54,0.01
3571,7.35,7.51,0.01
3572,7.18,7.51,0.01
3573,6.98,7.36,0.0
3574,7.06,7.51,0.02
3575,7.25,7.42,-0.02
3576,7.56,7.76,0.02
3577,7.86,7.48,0.0
3578,7.33,7.49,-0.01
3579,6.87,7.37,-0.01
3580,6.72,7.31,0.03
3581,6.65,7.31,0.02
3582,6.9,7.31,-0.01
3583,6.88,7.33,-0.01
3584,7.39,7.42,0.01
3585,7.32,7.38,-0.0
3586,7.49,7.45,-0.0
3587,7.31,7.57,0.01
3588,7.08,7.55,0.02
3589,7.0,7.45,-0.0
3590,6.84,7.34,-0.0
3591,6.93,7.35,-0.01
3592,6.91,7.44,-0.01
3593,6.88,7.55,0.01
3594,6.78,7.33,0.02
3595,7.12,7.26,0.04
3596,7.15,7.39,0.01
3597,7.39,7.41,0.0
3598,6.78,7.47,0.01
3599,7.92,7.75,0.01
3600,7.58,7.49,-0.02
3601,7.01,7.38,0.01
3602,7.09,7.29,0.01
3603,7.84,7.54,0.02
3604,7.67,7.23,0.01
3605,7.06,7.13,0.01
3606,7.23,7.3,0.03
3607,7.16,7.18,0.02
3608,6.92,7.35,0.04
3609,7.62,7.42,0.04
3610,7.23,7.23,0.02
3611,7.15,7.15,0.0
3612,6.8,7.02,0.04
3613,7.73,7.33,0.01
3614,6.85,7.09,0.03
3615,6.82,6.92,0.03
3616,7.46,7.33,-0.01
3617,6.92,7.07,0.03
3618,6.57,6.92,0.04
3619,7.31,7.04,0.02
3620,6.8,7.0,0.02
3621,8.16,7.06,0.04
3622,6.81,6.94,0.04
3623,7.36,7.04,0.02
3624,6.91,7.06,0.03
3625,7.53,7.07,0.04
3626,7.04,7.07,0.04
3627,7.92,7.27,0.03
3628,7.15,7.14,0.01
3629,7.79,7.05,0.02
3630,7.3,6.95,0.02
3631,6.46,7.02,0.02
3632,7.83,7.16,0.03
3633,7.54,7.48,0.03
3634,7.67,7.2,0.02
3635,7.0,7.35,0.03
3636,7.46,7.06,0.03
3637,6.7,7.21,0.02
3638,7.59,6.93,0.03
3639,6.77,7.05,0.01
3640,7.14,7.12,0.01
3641,6.7,7.03,0.0
3642,6.63,6.96,-0.01
3643,7.04,6.91,-0.01
3644,7.0,6.96,-0.01
3645,7.14,6.96,0.01
3646,7.19,7.06,0.01
3647,7.67,7.23,-0.01
3648,7.93,7.27,0.0
3649,7.26,6.78,0.02
3650,7.53,6.7,0.04
3651,7.03,6.83,0.03
3652,7.31,7.0,0.01
3653,6.75,6.54,0.01
3654,7.16,7.05,-0.0
3655,6.94,7.15,0.01
3656,6.57,6.59,-0.0
3657,6.93,6.96,-0.01
3658,6.58,6.61,0.01
3659,6.8,6.48,-0.0
3660,6.29,6.23,-0.03
3661,6.63,6.36,-0.0
3662,6.38,6.26,0.01
3663,6.98,6.47,0.01
3664,7.42,6.63,0.02
3665,7.72,6.58,0.03
3666,7.47,6.7,0.04
3667,7.39,5.95,0.04
3668,7.55,6.2,0.02
3669,7.7,6.3,0.01
3670,8.18,6.02,-0.0
3671,8.53,6.68,0.04
3672,8.82,6.5,0.03
3673,8.4,6.28,0.04
3674,9.07,6.58,0.03
3675,8.81,6.23,0.04
3676,8.8,6.47,0.03
3677,8.63,5.74,0.03
3678,8.79,5.66,0.01
3679,8.18,5.55,0.01
3680,7.73,5.59,0.02
3681,7.89,5.49,0.01
3682,8.01,5.27,0.01
3683,9.01,5.49,0.01
3684,8.99,5.44,0.01
3685,8.6,5.32,0.02
3686,7.74,5.32,0.02
3687,8.49,4.99,0.01
3688,7.16,4.22,-0.02
3689,7.2,4.43,-0.02
3690,6.85,4.65,-0.01
3691,5.6,2.68,-0.06
3692,3.8,2.25,-0.02
3693,3.09,2.1,-0.02
3694,3.01,2.28,-0.03
3695,2.42,2.43,-0.01
3696,2.25,2.92,0.01
3697,1.25,2.94,-0.01
3698,1.65,3.69,0.01
3699,1.32,3.58,0.01
