Frame,X,Y,Z
7343,3.27,2.91,-0.1
7344,4.06,3.0,-0.09
7345,4.4,2.6,-0.09
7346,3.72,2.97,-0.08
7347,3.49,2.8,-0.07
7348,3.8,2.87,-0.07
7349,3.88,2.77,-0.06
7350,3.96,3.16,-0.08
7351,2.41,3.39,-0.09
7352,3.02,3.45,-0.09
7353,2.56,3.89,-0.08
7354,3.06,3.78,-0.07
7355,3.0,3.71,-0.07
7356,3.7,3.83,-0.05
7357,3.56,3.95,-0.07
7358,3.41,3.82,-0.06
7359,3.04,3.84,-0.09
7360,3.23,3.63,-0.09
7361,2.97,3.49,-0.11
7362,2.54,3.71,-0.1
7363,3.3,3.33,-0.09
7364,2.61,3.54,-0.07
7365,3.43,2.54,-0.05
7366,2.89,2.37,-0.06
7367,2.95,2.42,-0.07
7368,3.8,1.98,-0.06
7369,4.22,1.87,-0.06
7370,4.58,2.18,-0.04
7371,4.04,2.21,-0.04
7372,3.94,2.46,-0.05
7373,4.3,2.39,-0.05
7374,3.55,2.42,-0.03
7375,4.05,2.54,-0.04
7376,3.81,2.63,-0.04
7377,3.54,2.17,-0.03
7378,3.31,2.41,-0.04
7379,3.1,2.7,-0.04
7380,2.87,2.79,-0.06
7381,3.69,3.04,-0.07
7382,3.48,3.74,-0.06
7383,3.8,3.66,-0.07
7384,3.88,3.57,-0.06
7385,2.29,3.42,-0.08
7386,2.92,3.68,-0.06
7387,1.62,2.88,-0.08
7388,2.22,3.0,-0.08
7389,2.48,2.64,-0.08
7390,2.41,2.88,-0.08
7391,2.32,2.83,-0.06
7392,2.5,2.72,-0.08
7393,2.66,3.57,-0.08
7394,2.6,4.28,-0.1
7395,3.39,5.0,-0.13
7396,2.76,4.7,-0.12
7397,3.02,5.32,-0.16
7398,3.55,5.46,-0.22
7399,3.61,5.27,-0.24
7400,3.7,5.21,-0.24
7401,3.89,5.29,-0.23
7402,4.36,5.65,-0.22
7403,3.25,5.91,-0.23
7404,3.69,6.05,-0.23
7405,3.84,6.1,-0.27
7406,2.9,5.49,-0.29
7407,1.49,5.38,-0.26
7408,0.71,4.66,-0.18
7409,0.79,4.1,-0.17
7410,0.42,4.02,-0.15
7411,0.55,4.09,-0.16
7412,0.86,3.23,-0.15
7413,3.41,3.43,-0.13
7414,2.99,4.01,-0.1
7415,2.88,4.21,-0.1
7416,2.59,4.46,-0.11
7417,2.98,4.33,-0.15
7418,3.42,4.47,-0.18
7419,2.4,4.06,-0.2
7420,2.73,4.39,-0.18
7421,2.73,4.58,-0.18
7422,3.02,4.68,-0.17
7423,3.62,4.87,-0.17
7424,4.17,5.02,-0.15
7425,4.11,4.98,-0.13
7426,4.01,5.16,-0.13
7427,3.36,5.17,-0.14
7428,3.98,5.42,-0.13
7429,4.04,5.88,-0.12
7430,5.77,6.43,-0.09
7431,5.74,6.03,-0.08
7432,5.2,5.7,-0.09
7433,4.01,5.04,-0.07
7434,2.92,3.72,-0.06
7435,1.86,3.38,-0.04
7436,2.33,3.16,-0.04
7437,2.33,2.89,-0.04
7438,2.46,2.62,-0.05
7439,2.67,2.55,-0.02
7440,2.32,2.47,-0.04
7441,2.48,2.28,-0.03
7442,2.51,2.24,-0.05
7443,2.79,2.04,-0.06
7444,2.5,2.16,-0.07
7445,4.28,1.56,-0.05
7446,3.11,1.85,-0.07
7447,2.94,1.58,-0.05
7448,2.66,1.71,-0.06
7449,2.07,1.62,-0.06
7450,2.05,1.88,-0.05
7451,2.06,1.87,-0.07
7452,2.38,2.19,-0.06
7453,2.47,2.24,-0.06
7454,2.37,2.61,-0.07
7455,1.89,2.63,-0.05
7456,2.38,2.84,-0.03
7457,2.19,3.03,-0.06
7458,1.71,3.34,-0.05
7459,2.21,3.7,-0.06
7460,2.61,4.03,-0.08
7461,2.55,4.33,-0.08
7462,2.48,4.14,-0.08
7463,2.88,4.21,-0.08
7464,2.45,3.34,-0.11
7465,2.62,3.13,-0.11
7466,1.94,3.06,-0.1
7467,1.79,2.82,-0.1
7468,1.53,2.82,-0.09
7469,1.51,2.76,-0.09
7470,1.37,2.76,-0.09
7471,1.32,2.77,-0.09
7472,1.45,2.8,-0.09
7473,1.19,2.8,-0.09
7474,1.49,2.88,-0.1
7475,0.83,3.24,-0.11
7476,0.68,3.1,-0.11
7477,0.79,2.97,-0.13
7478,1.42,3.01,-0.13
7479,1.65,2.83,-0.18
7480,2.44,3.02,-0.19
7481,3.49,3.74,-0.16
7482,3.62,3.79,-0.18
7483,3.62,4.0,-0.16
7484,4.34,4.77,-0.15
7485,3.89,4.61,-0.1
7486,4.8,4.72,-0.11
7487,4.13,4.51,-0.1
7488,5.27,4.59,-0.09
7489,4.8,4.63,-0.07
7490,4.91,4.57,-0.07
7491,4.54,4.32,-0.06
7492,4.29,3.77,-0.08
7493,3.67,4.26,-0.07
7494,2.16,3.23,-0.08
7495,2.62,3.04,-0.09
7496,1.91,2.78,-0.08
7497,2.36,2.93,-0.11
7498,1.71,3.2,-0.1
7499,1.79,2.81,-0.1
7500,1.15,3.14,-0.11
7501,1.56,3.06,-0.12
7502,2.19,3.67,-0.14
7503,1.75,3.35,-0.13
7504,1.64,3.49,-0.13
7505,1.8,3.59,-0.15
7506,1.98,3.4,-0.15
7507,1.86,3.53,-0.15
7508,2.06,3.57,-0.17
7509,2.15,4.14,-0.15
7510,2.91,4.19,-0.18
7511,3.01,3.97,-0.19
7512,2.64,4.58,-0.14
7513,2.51,5.14,-0.15
7514,2.59,5.29,-0.14
7515,2.9,5.36,-0.14
7516,3.04,5.96,-0.16
7517,3.49,5.72,-0.13
7518,3.24,5.46,-0.18
7519,3.65,5.83,-0.19
7520,3.82,6.11,-0.14
7521,2.82,5.53,-0.16
7522,3.57,6.28,-0.17
7523,4.27,6.24,-0.17
7524,4.1,6.09,-0.16
7525,4.52,6.25,-0.16
7526,3.27,5.63,-0.19
7527,3.37,5.51,-0.2
7528,3.63,5.65,-0.19
7529,3.46,5.32,-0.15
7530,3.75,5.15,-0.13
7531,3.71,5.21,-0.13
7532,4.44,5.3,-0.13
7533,5.89,5.21,-0.11
7534,5.65,5.26,-0.09
7535,6.3,5.08,-0.06
7536,6.3,5.44,-0.01
7537,6.03,5.38,-0.02
7538,6.88,5.23,-0.03
7539,5.37,4.74,-0.02
7540,5.1,4.53,0.01
7541,5.05,4.38,0.01
7542,5.04,3.79,0.01
7543,4.84,3.42,-0.0
7544,3.68,3.43,-0.02
7545,4.2,3.31,-0.02
7546,3.4,3.07,-0.02
7547,3.25,2.95,-0.04
7548,3.12,2.96,-0.05
7549,2.75,3.02,-0.01
7550,2.73,3.01,-0.03
7551,2.84,2.98,-0.03
7552,2.91,3.05,-0.03
7553,2.63,3.1,-0.0
7554,3.19,2.88,0.0
7555,5.83,2.85,0.01
7556,5.04,3.43,-0.01
7557,4.17,3.25,-0.0
7558,3.55,3.0,-0.01
7559,4.4,3.24,-0.0
7560,5.44,3.76,-0.02
7561,5.06,4.34,-0.01
7562,5.39,4.49,0.0
7563,5.38,4.4,0.01
7564,5.28,4.65,-0.0
7565,4.83,4.61,-0.01
7566,5.55,4.67,-0.02
7567,5.14,4.57,-0.02
7568,5.09,4.87,-0.03
7569,4.97,4.97,-0.03
7570,4.7,4.85,-0.01
7571,4.57,4.73,-0.03
7572,4.83,4.47,-0.03
7573,3.95,3.96,-0.01
7574,3.21,3.52,-0.0
7575,3.53,2.91,-0.01
7576,3.91,3.07,0.01
7577,4.01,2.77,-0.0
7578,3.91,2.85,0.0
7579,4.17,2.85,-0.01
7580,3.75,3.18,-0.0
7581,3.39,3.26,0.0
7582,3.95,3.19,-0.03
7583,4.07,3.32,-0.0
7584,4.11,3.29,-0.01
7585,3.72,3.58,-0.01
7586,3.97,3.45,-0.01
7587,3.7,3.5,-0.02
7588,3.57,3.27,-0.03
7589,2.59,3.73,-0.06
7590,2.81,3.77,-0.08
7591,2.67,3.71,-0.07
7592,2.92,3.65,-0.1
7593,3.19,3.72,-0.09
7594,3.74,3.9,-0.08
7595,3.44,3.98,-0.05
7596,3.32,4.21,-0.04
7597,2.03,4.57,-0.06
7598,2.01,5.04,-0.05
7599,2.19,5.05,-0.06
7600,2.03,5.12,-0.07
7601,3.65,5.82,-0.12
7602,4.38,6.24,-0.14
7603,4.32,6.12,-0.15
7604,4.27,6.34,-0.16
7605,4.66,6.65,-0.16
7606,4.67,6.83,-0.15
7607,4.63,6.87,-0.15
7608,4.94,7.02,-0.21
7609,4.58,6.98,-0.19
7610,4.35,7.15,-0.23
7611,4.75,7.48,-0.26
7612,4.56,7.5,-0.26
7613,4.7,7.28,-0.25
7614,4.1,6.79,-0.23
7615,3.98,6.51,-0.23
7616,5.13,6.11,-0.19
7617,4.98,6.39,-0.19
7618,5.64,6.15,-0.15
7619,4.92,6.16,-0.16
7620,5.18,5.73,-0.15
7621,5.63,5.39,-0.12
7622,5.04,4.92,-0.13
7623,3.81,4.75,-0.2
7624,3.49,4.47,-0.25
7625,2.22,4.78,-0.22
7626,2.18,5.08,-0.15
7627,3.59,5.67,-0.14
7628,2.99,5.71,-0.13
7629,3.12,5.73,-0.13
7630,3.06,5.78,-0.14
7631,3.17,5.44,-0.11
7632,2.9,5.61,-0.13
7633,3.28,5.75,-0.17
7634,3.18,5.58,-0.14
7635,2.88,5.66,-0.16
7636,2.62,5.76,-0.15
7637,2.62,5.63,-0.14
7638,2.76,5.44,-0.14
7639,3.19,5.46,-0.12
7640,2.78,5.01,-0.11
7641,2.46,5.0,-0.11
7642,1.84,4.66,-0.13
7643,1.32,5.16,-0.12
7644,1.59,5.45,-0.1
7645,2.51,5.77,-0.1
7646,2.95,5.69,-0.11
7647,2.73,6.09,-0.11
7648,3.42,6.14,-0.14
7649,3.28,6.25,-0.13
7650,2.0,6.32,-0.22
7651,1.29,6.37,-0.23
7652,1.46,6.27,-0.24
7653,1.43,6.82,-0.23
7654,1.67,6.91,-0.23
7655,1.55,6.83,-0.25
7656,0.23,6.68,-0.28
7657,0.37,6.86,-0.24
7658,0.08,6.73,-0.23
7659,0.13,6.57,-0.23
7660,0.37,6.86,-0.22
7661,-0.2,6.71,-0.24
7662,-0.11,6.87,-0.22
7663,0.38,6.95,-0.25
7664,-0.33,6.04,-0.25
7665,0.13,6.18,-0.27
7666,-0.02,5.86,-0.24
7667,-0.1,5.77,-0.25
7668,0.45,5.2,-0.22
7669,0.3,4.77,-0.22
7670,-0.23,4.8,-0.23
7671,-0.22,4.87,-0.24
7672,0.28,4.13,-0.2
7673,0.79,3.23,-0.16
7674,0.49,3.02,-0.18
7675,0.41,3.47,-0.18
7676,0.62,3.28,-0.15
7677,0.44,3.38,-0.14
7678,0.24,3.56,-0.15
7679,0.57,3.25,-0.15
7680,1.05,3.53,-0.14
7681,1.29,3.59,-0.16
7682,1.04,3.75,-0.14
7683,1.27,3.35,-0.15
7684,1.24,3.74,-0.12
7685,1.3,3.54,-0.14
7686,1.38,3.72,-0.14
7687,1.36,3.84,-0.13
7688,1.53,3.77,-0.12
7689,1.49,4.05,-0.12
7690,1.25,4.4,-0.1
7691,1.16,4.34,-0.12
7692,0.87,4.25,-0.12
7693,0.84,4.36,-0.11
7694,1.0,4.42,-0.12
7695,0.99,4.24,-0.12
7696,0.91,4.38,-0.13
7697,1.43,4.69,-0.1
7698,1.57,4.8,-0.1
7699,1.62,4.69,-0.1
7700,1.8,4.28,-0.1
7701,2.14,4.68,-0.09
7702,2.4,4.43,-0.1
7703,2.52,4.69,-0.08
7704,2.21,4.83,-0.1
7705,2.5,4.8,-0.1
7706,1.32,4.65,-0.08
7707,2.12,4.82,-0.08
7708,1.76,4.45,-0.1
7709,2.18,4.2,-0.13
7710,2.11,4.31,-0.11
7711,1.95,4.07,-0.14
7712,2.29,4.11,-0.14
7713,2.26,3.94,-0.13
7714,2.81,3.72,-0.12
7715,2.12,4.42,-0.15
7716,1.6,4.57,-0.14
7717,2.11,5.04,-0.15
7718,1.91,5.68,-0.16
7719,1.77,5.73,-0.17
7720,1.63,6.28,-0.15
7721,1.98,6.33,-0.14
7722,1.58,6.1,-0.18
7723,1.49,6.03,-0.18
7724,1.71,5.88,-0.17
7725,1.91,6.28,-0.16
7726,1.89,6.37,-0.19
7727,2.0,5.65,-0.17
7728,1.95,6.33,-0.14
7729,1.99,6.17,-0.16
7730,1.92,6.22,-0.17
7731,2.44,6.3,-0.17
7732,1.68,5.87,-0.17
7733,1.56,6.27,-0.18
7734,1.77,6.22,-0.2
7735,1.88,6.26,-0.19
7736,1.54,5.78,-0.19
7737,1.4,6.3,-0.18
7738,1.54,5.98,-0.19
7739,1.42,5.81,-0.18
7740,1.74,6.05,-0.15
7741,1.63,6.14,-0.15
7742,1.85,5.93,-0.18
7743,1.85,5.96,-0.15
7744,2.02,5.85,-0.15
7745,2.82,5.49,-0.12
7746,2.9,5.71,-0.11
7747,2.96,5.48,-0.12
7748,3.02,5.64,-0.1
7749,2.95,5.42,-0.11
7750,2.87,5.49,-0.09
7751,2.83,5.43,-0.09
7752,2.73,4.83,-0.1
7753,2.62,3.97,-0.12
7754,2.92,4.26,-0.12
7755,3.01,4.15,-0.13
7756,3.75,4.43,-0.12
7757,3.48,4.37,-0.11
7758,3.41,4.4,-0.12
7759,5.74,3.98,-0.1
7760,4.44,3.9,-0.1
7761,4.63,3.73,-0.11
7762,4.89,3.78,-0.1
7763,5.52,3.51,-0.11
7764,4.74,3.74,-0.09
7765,4.98,3.51,-0.11
7766,4.7,3.41,-0.12
7767,4.86,3.41,-0.13
7768,4.75,3.59,-0.15
7769,7.66,3.8,-0.12
7770,6.87,3.75,-0.11
7771,7.19,4.35,-0.1
7772,7.27,3.58,-0.1
7773,7.63,4.67,-0.08
7774,8.24,4.71,-0.04
7775,7.25,4.26,-0.07
7776,8.91,4.65,-0.04
7777,9.14,3.82,-0.09
7778,9.38,4.16,-0.07
7779,9.49,4.77,-0.05
7780,8.52,4.63,-0.04
7781,8.89,4.54,-0.04
7782,8.63,5.5,-0.1
7783,8.54,5.38,-0.08
7784,8.33,5.23,-0.08
7785,8.42,5.32,-0.08
7786,8.78,5.99,-0.08
7787,8.59,6.31,-0.06
7788,8.97,6.39,-0.06
7789,8.47,6.78,-0.05
7790,8.15,6.96,-0.07
7791,8.09,6.97,-0.07
7792,8.17,7.27,-0.08
7793,7.81,7.02,-0.07
7794,7.87,7.41,-0.06
7795,7.38,7.42,-0.06
7796,8.01,7.17,-0.13
7797,7.35,6.65,-0.1
7798,7.53,7.53,-0.1
7799,7.89,6.88,-0.04
7800,6.96,6.39,-0.08
7801,7.19,5.56,-0.08
7802,7.26,4.33,-0.04
7803,6.53,4.78,-0.06
7804,6.38,4.19,-0.04
7805,6.57,4.29,-0.03
7806,5.34,3.92,-0.04
7807,4.8,4.23,-0.06
7808,4.53,4.18,-0.08
7809,4.75,4.21,-0.07
7810,5.65,4.65,-0.06
7811,5.55,4.57,-0.06
7812,5.3,4.65,-0.06
7813,5.03,4.83,-0.07
7814,4.28,4.91,-0.07
7815,4.23,4.86,-0.09
7816,4.03,4.8,-0.11
7817,3.84,4.74,-0.11
7818,4.07,5.0,-0.1
7819,3.57,4.91,-0.09
7820,3.24,5.22,-0.1
7821,3.8,5.08,-0.1
7822,3.32,4.98,-0.11
7823,3.05,5.22,-0.11
7824,2.76,5.12,-0.12
7825,2.81,5.23,-0.12
7826,3.16,5.45,-0.13
7827,3.35,5.67,-0.09
7828,3.58,5.73,-0.11
7829,3.83,5.86,-0.09
7830,4.27,5.74,-0.13
7831,4.36,5.95,-0.14
7832,4.05,6.07,-0.14
7833,3.93,6.0,-0.15
7834,3.99,6.08,-0.16
7835,4.89,6.2,-0.19
7836,4.56,5.94,-0.22
7837,4.95,5.81,-0.25
7838,4.7,6.04,-0.26
7839,4.7,6.21,-0.23
7840,3.71,6.14,-0.16
7841,3.94,6.18,-0.17
7842,4.25,5.65,-0.19
7843,4.36,5.9,-0.16
7844,4.53,6.0,-0.16
7845,4.32,5.93,-0.2
7846,3.55,5.79,-0.24
7847,2.62,5.97,-0.24
7848,2.94,5.88,-0.23
7849,2.87,5.93,-0.19
7850,2.78,5.96,-0.19
7851,2.53,5.54,-0.2
7852,2.99,5.36,-0.22
7853,3.07,5.28,-0.19
7854,3.19,5.1,-0.2
7855,2.84,5.08,-0.2
7856,5.66,4.94,-0.14
7857,4.98,3.8,-0.13
7858,5.23,3.79,-0.12
7859,6.15,3.55,-0.11
7860,5.47,3.99,-0.09
7861,6.35,3.74,-0.1
7862,5.61,3.87,-0.11
7863,5.66,3.88,-0.1
7864,5.5,3.63,-0.08
7865,6.28,4.05,-0.09
7866,5.96,4.38,-0.07
7867,6.01,4.43,-0.09
7868,6.1,4.35,-0.07
7869,5.4,4.36,-0.09
7870,5.31,4.38,-0.09
7871,5.31,4.33,-0.08
7872,5.27,4.57,-0.08
7873,4.94,4.5,-0.09
7874,5.56,4.5,-0.09
7875,6.09,4.92,-0.09
7876,6.07,4.94,-0.08
7877,5.73,5.12,-0.09
7878,6.19,5.88,-0.11
7879,5.98,5.76,-0.14
7880,6.23,6.35,-0.1
7881,6.14,6.47,-0.08
7882,6.3,6.75,-0.11
7883,6.22,6.69,-0.1
7884,6.03,6.42,-0.09
7885,5.52,6.95,-0.09
7886,5.52,6.3,-0.12
7887,4.95,6.56,-0.14
7888,5.16,6.64,-0.13
7889,4.98,6.79,-0.14
7890,4.57,6.54,-0.12
7891,3.93,6.26,-0.1
7892,4.32,6.07,-0.14
7893,3.6,5.98,-0.16
7894,4.18,6.3,-0.21
7895,4.35,6.31,-0.2
7896,4.44,6.49,-0.19
7897,3.67,5.82,-0.21
7898,3.37,6.29,-0.18
7899,3.44,5.64,-0.2
7900,3.11,5.88,-0.21
7901,4.78,4.95,-0.12
7902,4.37,4.47,-0.12
7903,4.97,4.74,-0.1
7904,5.04,4.43,-0.15
7905,4.55,4.63,-0.17
7906,4.05,4.46,-0.2
7907,5.96,4.39,-0.17
7908,5.42,4.13,-0.18
7909,6.08,3.51,-0.17
7910,6.33,3.1,-0.18
7911,5.4,3.09,-0.15
7912,4.88,2.93,-0.11
7913,5.1,3.19,-0.11
7914,5.32,3.12,-0.12
7915,5.99,3.2,-0.05
7916,5.25,3.72,-0.04
7917,6.46,3.94,-0.05
7918,6.44,3.93,-0.05
7919,6.33,4.07,-0.07
7920,6.36,4.29,-0.06
7921,6.13,4.28,-0.04
7922,6.1,4.26,-0.05
7923,6.04,4.49,-0.04
7924,4.71,4.06,-0.05
7925,5.58,3.93,-0.04
7926,5.1,3.94,-0.04
7927,3.75,3.99,-0.08
7928,3.58,3.89,-0.11
7929,3.69,3.85,-0.11
7930,3.62,4.13,-0.12
7931,3.58,4.32,-0.12
7932,3.01,4.51,-0.18
7933,2.4,4.08,-0.18
7934,2.6,4.0,-0.16
7935,2.92,3.88,-0.13
7936,3.08,4.0,-0.13
7937,3.18,4.0,-0.12
7938,3.83,3.97,-0.11
7939,3.68,4.1,-0.11
7940,3.37,4.19,-0.11
7941,3.45,4.26,-0.1
7942,3.4,4.28,-0.11
7943,3.37,4.3,-0.11
7944,3.07,4.15,-0.12
7945,3.23,4.45,-0.12
7946,3.19,4.13,-0.12
7947,3.22,4.15,-0.12
7948,3.14,4.06,-0.13
7949,3.05,4.44,-0.14
7950,2.52,4.09,-0.15
7951,2.44,4.2,-0.15
7952,2.22,4.3,-0.15
7953,1.6,5.08,-0.13
7954,1.77,4.93,-0.14
7955,1.05,5.16,-0.16
7956,0.5,5.21,-0.18
7957,0.64,5.55,-0.16
7958,1.89,5.7,-0.15
7959,2.74,6.24,-0.15
7960,3.02,6.28,-0.14
7961,2.88,6.41,-0.17
7962,2.53,6.12,-0.19
7963,2.14,5.69,-0.19
7964,1.36,5.82,-0.17
7965,1.55,5.42,-0.23
7966,1.85,5.2,-0.2
7967,1.68,4.11,-0.17
7968,1.47,3.77,-0.16
7969,1.87,3.61,-0.17
7970,2.75,3.47,-0.16
7971,2.61,3.62,-0.16
7972,2.92,3.32,-0.13
7973,3.05,3.33,-0.12
7974,2.71,3.41,-0.11
7975,3.04,3.07,-0.12
7976,2.93,3.1,-0.09
7977,2.61,2.93,-0.09
7978,2.52,3.17,-0.1
7979,2.46,3.15,-0.1
7980,2.43,3.05,-0.1
7981,2.35,3.11,-0.09
7982,2.03,3.18,-0.1
7983,1.98,3.27,-0.1
7984,1.82,3.11,-0.07
7985,1.99,3.4,-0.07
7986,2.38,3.32,-0.05
7987,2.52,3.64,-0.06
7988,2.54,3.65,-0.04
7989,2.81,3.64,-0.06
7990,3.88,3.94,-0.08
7991,2.66,3.86,-0.09
7992,4.77,4.37,-0.12
7993,4.37,4.37,-0.1
7994,4.5,4.58,-0.13
7995,5.29,4.62,-0.12
7996,5.99,4.74,-0.13
7997,6.06,4.72,-0.14
7998,6.9,5.03,-0.14
7999,6.44,5.03,-0.13
8000,6.67,4.97,-0.11
8001,6.45,5.79,-0.1
8002,6.16,5.31,-0.1
8003,6.45,5.72,-0.13
8004,5.2,5.7,-0.11
8005,5.9,6.32,-0.08
8006,6.11,6.41,-0.07
8007,6.52,6.01,-0.09
8008,6.01,6.01,-0.13
8009,5.26,5.83,-0.12
8010,5.8,5.64,-0.15
8011,5.75,5.07,-0.14
8012,6.4,5.23,-0.11
8013,6.24,4.69,-0.11
8014,6.05,4.52,-0.1
8015,6.5,4.64,-0.1
8016,6.19,4.66,-0.09
8017,6.69,4.92,-0.09
8018,6.24,5.11,-0.09
8019,6.78,5.35,-0.1
8020,6.62,5.52,-0.09
8021,5.64,5.6,-0.11
8022,5.31,5.56,-0.1
8023,5.6,5.66,-0.11
8024,5.21,5.61,-0.09
8025,5.35,6.06,-0.16
8026,4.85,5.49,-0.15
8027,4.7,5.69,-0.14
8028,4.38,5.6,-0.19
8029,4.05,5.49,-0.16
8030,2.43,5.4,-0.15
8031,2.54,5.21,-0.13
8032,2.8,4.92,-0.11
8033,2.19,4.97,-0.08
8034,2.4,4.78,-0.1
8035,4.26,5.85,-0.14
8036,4.23,6.22,-0.12
8037,4.41,5.77,-0.13
8038,4.41,5.89,-0.15
8039,4.22,6.09,-0.17
8040,3.46,5.97,-0.23
8041,3.54,5.69,-0.24
8042,3.54,6.1,-0.25
8043,3.45,6.28,-0.24
8044,3.19,6.29,-0.25
8045,3.62,6.52,-0.28
8046,3.26,6.39,-0.25
8047,3.05,6.14,-0.22
8048,3.96,6.51,-0.21
8049,3.79,6.67,-0.23
8050,3.48,6.88,-0.25
8051,3.69,6.92,-0.26
8052,3.89,6.67,-0.28
8053,3.78,6.71,-0.25
8054,3.79,6.69,-0.24
8055,4.06,6.78,-0.23
8056,3.79,6.64,-0.26
8057,4.29,7.11,-0.24
8058,4.62,7.09,-0.25
8059,3.59,6.44,-0.23
8060,3.07,6.61,-0.23
8061,3.71,6.56,-0.22
8062,3.6,6.76,-0.21
8063,3.29,6.12,-0.21
8064,3.35,6.47,-0.2
8065,3.34,6.17,-0.2
8066,2.79,6.22,-0.18
8067,2.42,6.07,-0.16
8068,2.52,5.89,-0.18
8069,2.48,5.82,-0.18
8070,2.59,5.93,-0.19
8071,2.41,5.78,-0.17
8072,2.51,5.93,-0.17
8073,2.16,5.71,-0.18
8074,2.13,5.79,-0.17
8075,2.05,5.69,-0.16
8076,2.21,5.67,-0.15
8077,2.07,5.89,-0.17
8078,1.95,6.0,-0.17
8079,1.94,5.79,-0.16
8080,2.08,5.68,-0.19
8081,1.9,5.72,-0.16
8082,2.0,5.82,-0.15
8083,2.12,5.84,-0.16
8084,2.09,6.01,-0.15
8085,2.11,5.61,-0.17
8086,2.31,5.85,-0.18
8087,2.42,5.66,-0.18
8088,2.33,5.8,-0.17
8089,1.38,5.85,-0.2
8090,2.41,6.04,-0.23
8091,3.58,6.2,-0.23
8092,3.51,5.87,-0.22
8093,3.63,5.96,-0.24
8094,4.26,6.43,-0.26
8095,4.24,6.57,-0.26
8096,4.75,6.89,-0.27
8097,3.96,6.65,-0.24
8098,4.7,6.63,-0.25
8099,4.99,6.82,-0.23
8100,4.86,6.75,-0.23
8101,5.36,6.89,-0.24
8102,4.36,6.85,-0.26
8103,4.4,6.92,-0.28
8104,4.86,6.84,-0.28
8105,4.45,6.88,-0.26
8106,3.94,6.94,-0.26
8107,4.91,7.22,-0.23
8108,4.65,6.98,-0.24
8109,5.64,8.2,-0.31
8110,5.25,8.08,-0.33
8111,3.68,7.36,-0.31
8112,4.6,7.6,-0.29
8113,3.58,7.3,-0.24
8114,3.37,7.01,-0.23
8115,4.25,7.04,-0.19
8116,4.93,7.15,-0.17
8117,4.71,7.27,-0.16
8118,4.88,7.36,-0.19
8119,5.33,7.41,-0.21
8120,4.77,6.67,-0.2
8121,3.24,6.43,-0.16
8122,4.03,6.28,-0.16
8123,3.18,6.1,-0.13
8124,3.39,5.89,-0.15
8125,3.08,5.71,-0.15
8126,3.43,5.63,-0.13
8127,3.22,5.83,-0.14
8128,3.31,5.69,-0.14
8129,3.45,5.49,-0.14
8130,3.29,5.18,-0.04
8131,2.71,5.29,-0.03
8132,2.91,4.65,-0.01
8133,3.05,5.0,-0.03
8134,2.69,4.49,-0.03
8135,3.1,4.93,-0.01
8136,2.94,4.07,-0.03
8137,3.25,4.42,-0.03
8138,2.35,3.75,-0.06
8139,3.01,3.64,-0.09
8140,2.54,3.11,-0.13
8141,2.67,3.15,-0.12
8142,2.96,3.07,-0.1
8143,3.02,3.2,-0.1
8144,3.11,3.64,-0.08
8145,3.13,3.33,-0.09
8146,2.16,3.19,-0.12
8147,2.61,3.36,-0.13
8148,2.39,3.14,-0.13
8149,2.2,3.45,-0.12
8150,2.37,3.22,-0.13
8151,2.26,3.4,-0.12
8152,2.56,3.4,-0.13
8153,2.45,3.17,-0.14
8154,2.83,3.18,-0.14
8155,2.53,3.19,-0.14
8156,2.62,3.28,-0.14
8157,2.63,3.24,-0.14
8158,2.85,3.17,-0.15
8159,2.6,3.39,-0.15
8160,2.82,3.23,-0.14
8161,2.76,3.02,-0.14
8162,2.73,3.27,-0.14
8163,2.57,3.02,-0.15
8164,2.77,3.43,-0.13
8165,3.06,3.18,-0.13
8166,2.97,3.08,-0.15
8167,2.91,3.2,-0.14
8168,3.06,3.06,-0.14
8169,3.04,3.11,-0.15
8170,2.99,3.27,-0.14
8171,3.02,3.15,-0.14
8172,3.27,3.18,-0.13
8173,3.09,3.55,-0.12
8174,3.54,3.71,-0.13
8175,3.42,3.68,-0.13
8176,2.85,4.3,-0.13
8177,1.75,4.46,-0.14
8178,0.31,4.68,-0.17
8179,1.44,4.49,-0.15
8180,0.4,4.58,-0.17
8181,0.26,4.7,-0.16
8182,0.41,4.43,-0.18
8183,0.49,4.86,-0.18
8184,0.54,4.92,-0.17
8185,0.97,4.96,-0.16
8186,0.77,4.75,-0.16
8187,0.84,4.79,-0.16
8188,0.91,4.72,-0.16
8189,0.57,4.75,-0.16
8190,0.62,4.76,-0.16
8191,0.45,4.79,-0.15
8192,0.59,4.55,-0.17
8193,0.83,4.74,-0.15
8194,0.91,4.74,-0.17
8195,0.47,4.49,-0.15
8196,0.85,4.79,-0.16
8197,0.92,4.8,-0.15
8198,1.05,4.74,-0.16
8199,1.0,4.84,-0.17
8200,0.83,4.75,-0.15
8201,0.79,4.84,-0.16
8202,0.96,5.01,-0.16
8203,0.76,4.98,-0.17
8204,0.74,4.75,-0.18
8205,0.95,4.57,-0.19
8206,0.69,4.76,-0.17
8207,0.56,4.74,-0.17
8208,1.86,4.46,-0.2
8209,2.78,4.42,-0.21
8210,2.6,4.39,-0.2
8211,2.55,4.37,-0.2
8212,2.45,4.46,-0.2
8213,2.57,4.58,-0.2
8214,2.51,4.46,-0.23
8215,2.91,4.53,-0.2
8216,2.52,4.36,-0.23
